void_fraction,surface_area_m2g,pld,lcd,surface_area_m2cm3
0.95,5864,20.1,44.6,1010
0.95,6071,20.7,45.0,962
0.95,6457,21.3,45.0,950
0.95,6242,21.2,44.1,938
0.87,4213,15.9,18.4,1511
0.94,4226,33.4,42.7,735
0.95,5692,21.7,44.2,903
0.96,6975,21.7,44.1,882
0.95,6177,20.5,42.3,986
0.95,6975,22.2,43.3,909
0.86,3880,11.1,24.7,1558
0.95,6519,21.1,43.9,886
0.95,6339,21.6,45.9,975
0.95,7095,23.5,48.9,904
0.95,7062,23.4,48.4,907
0.96,7358,23.8,49.2,841
0.94,3988,35.0,42.6,708
0.96,6878,24.4,48.9,812
0.96,6411,24.1,50.4,806
0.96,7181,24.0,48.0,818
0.96,7298,24.3,49.6,824
0.96,7181,24.6,50.5,773
0.89,4135,12.7,27.8,1464
0.96,6966,24.4,50.3,776
0.96,7404,25.9,53.7,750
0.96,6554,26.4,53.7,707
0.97,7352,28.6,57.5,659
0.94,3828,34.5,42.0,717
0.97,6923,28.3,58.0,638
0.97,6332,29.3,58.1,622
0.97,8021,30.4,61.3,586
0.97,8038,31.5,62.0,590
0.88,4211,12.6,25.3,1489
0.87,4136,11.4,23.4,1611
0.88,4093,11.7,25.2,1494
0.88,4014,14.7,30.6,1326
0.87,4087,11.3,27.2,1426
0.87,3984,12.3,28.6,1400
0.95,4465,36.9,44.9,663
0.81,3332,9.2,21.4,1619
0.9,5296,17.0,33.9,1244
0.89,4949,17.0,34.9,1211
0.92,5787,16.9,35.6,1228
0.92,5472,16.7,36.2,1218
0.93,6549,16.5,35.8,1189
0.93,6615,16.5,36.0,1175
0.94,6974,19.0,39.9,1065
0.94,6334,20.9,42.2,1027
0.94,6032,19.7,40.5,1039
0.95,4843,34.9,44.1,723
0.95,7126,22.1,45.7,961
0.87,4944,12.0,26.7,1548
0.95,7303,22.0,44.9,987
0.95,6385,21.6,42.9,900
0.95,6356,25.1,46.9,885
0.95,6655,25.0,49.0,849
0.95,7123,25.2,50.2,841
0.95,6848,24.7,47.5,832
0.95,6336,24.3,49.3,810
0.96,7873,23.8,48.7,798
0.77,1944,14.6,19.6,1271
0.95,6714,24.4,47.6,854
0.96,7783,23.3,51.4,798
0.89,5270,12.3,28.2,1478
0.96,7242,23.6,49.2,791
0.95,6688,26.8,50.9,838
0.96,8141,26.6,53.9,847
0.96,7943,26.6,53.8,831
0.96,8216,26.8,54.4,767
0.96,7641,26.6,53.9,736
0.96,6875,28.8,54.4,715
0.77,1870,15.4,19.3,1270
0.96,7760,27.0,54.9,718
0.96,8056,26.9,53.8,746
0.97,7708,29.2,56.9,680
0.9,5744,14.1,31.0,1454
0.96,7504,28.5,56.7,686
0.97,7964,29.9,59.5,666
0.97,7149,29.5,59.5,635
0.97,7832,32.8,64.8,588
0.97,7401,32.6,63.6,572
0.97,6833,32.0,62.7,566
0.77,1951,14.3,19.7,1299
0.98,8469,34.7,68.5,524
0.98,8779,34.6,68.7,547
0.9,5261,13.8,28.2,1399
0.9,5437,14.3,25.0,1587
0.9,5234,14.8,28.9,1433
0.89,4868,17.1,35.5,1195
0.89,4682,15.9,34.0,1221
0.89,4570,17.1,33.7,1198
0.69,1203,5.9,12.7,1411
0.81,3463,11.1,24.0,1496
0.77,1913,17.6,22.6,1116
0.82,3339,11.2,25.2,1463
0.86,3914,12.4,26.1,1469
0.88,3774,13.0,26.2,1484
0.89,4848,13.9,26.7,1463
0.89,5127,13.0,25.0,1498
0.92,5672,16.5,30.3,1352
0.9,4941,16.1,31.4,1324
0.91,4723,16.5,31.7,1319
0.92,6093,17.0,35.6,1265
0.8,3030,9.0,16.6,1853
0.79,2019,15.9,22.2,1192
0.93,5773,19.3,35.8,1205
0.93,5230,17.0,35.5,1147
0.93,5190,19.5,37.1,1133
0.93,5570,20.3,36.9,1111
0.93,6021,20.0,41.0,1068
0.93,5875,19.7,40.1,1066
0.94,5367,20.7,39.9,1034
0.95,7103,21.4,39.2,1017
0.93,5737,19.6,37.4,1115
0.94,6862,20.1,39.8,1037
0.87,4046,16.4,18.5,1486
0.79,1974,16.3,22.5,1172
0.82,3230,9.6,19.0,1722
0.94,6428,19.9,38.5,1008
0.92,5533,22.3,41.4,1076
0.94,6976,22.4,45.1,1064
0.94,6834,22.1,44.9,1048
0.95,7117,24.6,45.2,941
0.95,6589,24.3,44.6,905
0.95,6078,22.9,45.8,919
0.95,7214,21.8,44.4,941
0.95,7265,24.6,44.5,950
0.82,3273,23.7,25.9,1574
0.95,7105,23.5,47.2,886
0.85,3578,11.6,21.3,1672
0.95,6895,22.9,47.4,898
0.96,7471,24.4,49.7,872
0.96,6487,25.2,49.0,812
0.96,7268,28.1,55.6,752
0.96,6856,27.6,54.0,733
0.96,6208,28.0,54.0,707
0.97,8193,29.8,58.4,671
0.97,8033,31.9,60.0,666
0.83,3125,24.9,26.5,1459
0.82,3413,10.4,19.7,1676
0.82,3242,11.2,19.4,1687
0.84,3405,11.2,21.9,1647
0.82,3331,11.3,25.8,1469
0.79,3101,9.2,22.5,1520
0.8,3002,9.1,24.5,1479
0.82,3070,6.7,20.3,1945
0.86,4138,9.4,26.0,1790
0.85,3918,10.1,26.9,1729
0.88,4280,10.2,26.9,1743
0.89,4849,37.8,39.9,1200
0.88,4153,9.3,25.2,1741
0.88,4566,10.0,26.7,1720
0.88,4631,10.5,25.8,1755
0.89,4822,10.7,27.9,1635
0.9,4761,11.0,27.1,1669
0.89,4600,11.4,29.3,1638
0.9,5119,11.9,30.2,1588
0.83,3668,8.6,20.2,1947
0.9,5126,11.6,29.5,1596
0.9,4864,12.0,28.1,1553
0.9,5368,34.7,36.0,1389
0.91,4990,12.3,31.3,1564
0.91,5120,13.0,32.8,1516
0.91,5240,13.4,32.8,1482
0.91,5128,13.2,32.7,1471
0.91,4872,12.8,31.9,1445
0.92,5439,12.7,31.5,1426
0.91,5141,12.9,31.1,1533
0.91,5600,14.0,33.0,1475
0.85,3896,8.5,23.6,1887
0.91,5319,13.5,32.4,1431
0.9,5057,32.7,36.2,1362
0.9,5324,13.4,32.6,1562
0.91,5941,13.8,33.6,1550
0.91,5838,13.9,33.8,1530
0.92,5863,14.0,34.0,1435
0.92,5573,13.8,33.7,1392
0.93,5368,14.9,35.6,1386
0.92,5728,13.9,34.0,1393
0.92,5638,14.0,34.0,1373
0.92,5700,15.0,36.3,1328
0.86,4085,8.6,24.0,1860
0.75,2274,18.6,19.6,1586
0.92,5635,14.8,35.6,1346
0.93,5860,14.9,36.0,1322
0.93,5425,15.1,36.1,1271
0.93,5987,16.4,38.8,1247
0.93,5725,16.2,38.6,1215
0.93,5391,16.4,38.3,1190
0.94,6315,16.9,39.8,1154
0.94,6567,17.4,40.1,1205
0.85,3947,9.2,21.9,1869
0.84,3895,7.5,18.0,2064
0.68,1326,15.7,17.9,1299
0.85,3957,9.0,22.8,1917
0.86,4008,10.1,26.9,1773
0.84,3820,10.0,23.1,1755
0.85,3841,9.9,24.7,1769
0.68,1231,5.6,13.1,1296
0.77,2856,6.3,15.9,1834
0.79,3029,6.4,15.5,2005
0.82,3391,6.5,18.1,2009
0.83,3206,6.9,19.3,1958
0.84,3740,7.0,19.0,1982
0.82,3079,26.6,27.9,1454
0.84,3867,7.1,18.8,2017
0.86,4073,8.4,23.2,1917
0.85,4131,8.2,20.0,2022
0.85,3945,8.2,20.2,2002
0.86,4648,8.8,21.2,1983
0.78,2196,6.2,16.8,1622
0.86,4470,8.8,21.5,1979
0.87,4323,9.7,20.8,1876
0.87,4511,9.1,23.4,1972
0.88,4688,9.3,23.5,1915
0.81,2828,27.0,28.8,1368
0.88,4879,9.2,22.0,1886
0.88,4692,9.6,22.1,1840
0.88,4344,9.7,24.3,1769
0.89,4966,11.9,19.5,1779
0.88,4693,9.6,21.2,1919
0.89,5290,9.6,23.9,1828
0.78,2302,6.3,16.3,1649
0.88,4918,10.0,23.6,1762
0.84,3314,8.5,28.5,1467
0.88,5499,9.4,24.4,1969
0.87,3874,16.3,18.2,1480
0.86,3502,28.6,29.8,1490
0.88,5115,10.7,26.8,1830
0.89,5433,9.6,25.8,1785
0.89,5200,10.5,25.7,1756
0.9,5079,10.7,25.3,1775
0.89,5452,10.4,24.3,1739
0.89,5329,12.1,21.0,1782
0.9,5503,11.0,25.6,1695
0.8,2504,6.5,15.1,1727
0.89,5371,11.2,25.1,1700
0.9,5638,11.5,26.3,1667
0.85,3437,28.5,30.5,1528
0.9,5109,11.5,27.1,1581
0.91,5841,11.9,28.3,1587
0.91,5520,12.3,28.1,1532
0.91,5098,12.4,29.3,1483
0.92,6259,13.1,29.3,1451
0.92,6439,13.2,31.3,1531
0.79,2815,6.2,16.2,1893
0.79,2261,6.2,16.9,1607
0.8,2865,6.2,16.3,1932
0.76,2196,6.3,19.2,1482
0.87,3992,28.8,30.2,1487
0.75,2385,6.7,14.4,1650
0.76,2497,6.2,14.9,1736
0.76,1818,6.2,16.0,1517
0.83,3533,6.5,19.4,1929
0.81,3612,6.4,19.0,2034
0.85,3803,7.6,21.1,1923
0.85,3640,7.7,21.2,1906
0.86,4155,8.2,22.0,1901
0.86,4244,7.9,21.2,1913
0.88,4475,9.5,22.4,1816
0.87,4264,28.2,29.4,1569
0.88,4482,8.3,23.2,1906
0.87,4265,8.9,23.2,1879
0.88,4848,8.8,24.5,1810
0.81,2959,5.9,18.8,1880
0.88,4902,10.2,24.5,1831
0.89,4397,10.7,24.0,1687
0.9,4801,9.2,26.5,1836
0.9,4917,9.9,26.7,1765
0.9,5072,10.0,26.6,1727
0.9,4907,9.9,26.5,1693
0.9,4686,30.7,34.0,1444
0.89,4633,10.4,26.3,1664
0.91,5288,11.3,25.6,1607
0.9,4954,10.4,24.8,1794
0.9,5556,10.7,28.6,1703
0.83,3200,6.3,18.4,1935
0.9,5173,11.6,26.9,1657
0.89,5216,10.0,26.1,1867
0.9,6001,10.5,26.8,1859
0.89,5900,10.3,26.5,1835
0.91,5859,11.0,27.5,1675
0.9,4231,33.8,35.0,1376
0.91,5474,11.7,27.4,1601
0.91,5304,10.9,28.3,1649
0.91,5639,10.7,27.7,1602
0.91,5592,12.5,27.5,1590
0.91,5666,12.0,28.3,1565
0.84,3466,6.5,19.2,1966
0.91,5561,11.7,28.4,1573
0.91,5812,12.0,29.6,1538
0.91,5345,12.2,29.4,1480
0.92,5993,12.8,31.8,1463
0.89,4125,32.0,33.7,1400
0.92,5659,13.0,31.7,1410
0.92,5311,13.3,31.3,1388
0.93,6378,13.8,32.6,1340
0.93,6695,13.8,32.4,1412
0.82,3348,6.3,18.7,1963
0.81,2727,6.2,18.4,1720
0.83,3412,6.6,17.6,2017
0.82,3707,6.5,19.3,2084
0.8,2949,8.8,17.4,1730
0.81,3167,7.2,17.4,1869
0.91,5209,35.1,37.2,1406
0.77,1825,6.1,15.7,1493
0.82,3613,7.1,18.9,1946
0.82,3605,7.1,19.2,1993
0.85,3914,7.9,20.7,1956
0.86,3673,7.6,21.3,1893
0.86,4245,8.0,21.4,1913
0.86,4340,8.7,22.1,1923
0.88,4577,8.7,22.4,1836
0.88,4555,9.8,22.3,1917
0.88,4359,8.8,23.1,1899
0.8,2576,21.3,23.1,1569
0.88,5058,9.6,23.6,1865
0.81,3016,6.3,18.2,1892
0.88,4952,9.8,24.5,1831
0.89,4585,11.4,24.2,1733
0.9,4817,10.2,26.0,1823
0.9,5030,11.0,26.0,1785
0.9,5234,10.2,24.9,1758
0.9,5045,10.4,25.3,1722
0.89,4667,10.5,26.4,1654
0.91,5384,10.5,25.6,1619
0.91,4764,36.4,38.4,1290
0.9,5078,10.3,24.1,1808
0.9,5615,11.1,28.2,1706
0.83,3277,6.3,18.9,1942
0.9,5235,11.5,28.1,1646
0.89,5214,9.9,25.6,1848
0.9,6031,10.5,27.0,1851
0.89,5910,10.3,26.6,1821
0.91,5857,11.0,27.5,1658
0.91,5533,11.4,27.5,1603
0.91,5350,12.0,28.0,1645
0.89,4491,17.8,19.7,1349
0.92,5468,42.1,43.7,1147
0.91,5782,10.9,26.7,1623
0.91,5677,11.7,27.6,1599
0.91,5790,12.0,28.4,1574
0.84,3463,6.6,19.2,1938
0.91,5679,11.9,27.7,1585
0.91,5932,12.2,28.7,1552
0.92,5374,12.3,29.5,1471
0.92,6087,12.8,31.1,1471
0.92,5767,13.4,31.1,1421
0.92,5337,13.4,31.4,1380
0.92,4523,39.3,40.5,1236
0.93,6504,13.7,31.8,1352
0.93,6722,13.9,32.5,1405
0.83,3427,6.6,17.6,1970
0.82,2865,6.2,17.5,1794
0.83,3469,6.5,18.2,2016
0.82,3764,6.5,19.4,2088
0.8,3237,7.4,15.8,1876
0.8,3201,8.0,17.3,1863
0.83,2584,6.2,17.6,1792
0.85,4072,7.8,21.6,1921
0.92,4782,40.3,41.5,1212
0.85,4055,7.8,21.9,1964
0.87,4281,8.0,23.3,1885
0.88,4040,8.0,23.0,1831
0.88,4594,8.1,23.3,1840
0.88,4663,8.7,23.7,1853
0.89,4899,8.7,24.1,1762
0.89,4846,9.5,25.1,1816
0.89,4650,9.4,24.3,1802
0.9,5325,9.6,26.3,1763
0.84,3467,7.1,19.9,1900
0.92,5233,41.4,43.5,1236
0.9,5203,9.9,26.2,1728
0.9,4699,11.9,26.1,1599
0.91,5067,10.7,28.5,1715
0.91,5243,11.0,28.2,1672
0.91,5457,10.8,27.9,1653
0.91,5282,10.5,27.4,1624
0.91,4900,11.0,28.0,1561
0.92,5620,10.6,27.3,1539
0.91,5294,11.4,27.2,1693
0.91,5798,11.5,28.6,1602
0.92,5019,40.8,42.5,1211
0.86,3753,7.0,20.9,1938
0.91,5456,13.2,31.3,1553
0.9,5411,11.8,28.1,1719
0.91,6181,11.5,29.3,1719
0.91,6070,11.4,29.3,1694
0.92,6023,11.8,29.3,1554
0.92,5725,11.7,29.2,1509
0.92,5537,12.6,29.6,1542
0.92,5990,11.6,29.3,1532
0.92,5857,11.9,29.3,1503
0.92,4722,40.5,43.3,1195
0.92,5968,12.5,30.0,1479
0.86,3918,6.8,20.9,1924
0.92,5848,12.4,30.4,1485
0.92,6099,12.7,31.1,1457
0.92,5552,12.9,31.1,1384
0.93,6229,14.1,33.7,1377
0.93,5931,14.0,33.5,1335
0.93,5495,14.0,33.1,1296
0.94,6635,14.7,34.1,1272
0.94,6824,14.4,34.7,1316
0.93,5740,38.1,42.0,1171
0.85,3839,7.0,19.7,1971
0.84,3232,6.2,19.6,1845
0.85,3810,7.3,20.3,1961
0.85,4177,7.9,22.1,2027
0.83,3591,8.8,20.3,1813
0.84,3736,8.0,19.6,1898
0.83,2810,6.3,18.2,1866
0.86,4169,8.0,22.6,1899
0.85,4152,8.4,22.2,1954
0.88,4350,8.5,23.3,1852
0.92,4762,35.6,37.2,1221
0.88,4135,8.6,23.1,1814
0.88,4660,8.5,24.1,1802
0.88,4720,8.8,23.6,1826
0.9,4966,9.3,24.2,1733
0.9,4868,9.8,24.2,1785
0.89,4687,10.3,23.7,1777
0.9,5316,10.0,26.5,1708
0.84,3714,7.3,19.0,1967
0.9,5270,10.7,26.1,1701
0.91,4980,11.2,26.2,1643
0.92,5652,39.6,41.5,1188
0.91,5137,11.2,28.4,1689
0.91,5260,11.4,28.5,1631
0.91,5445,11.4,28.2,1607
0.91,5292,11.3,28.2,1582
0.91,4961,11.7,28.0,1537
0.92,5667,11.2,27.3,1513
0.91,5290,11.8,26.8,1652
0.91,5821,11.9,28.2,1584
0.86,3843,7.6,20.0,1932
0.91,5481,13.2,30.1,1525
0.8,2638,22.3,23.9,1514
0.9,5318,13.3,29.4,1638
0.91,6223,12.3,29.2,1685
0.91,6115,12.1,29.1,1663
0.92,6085,12.4,29.3,1529
0.92,5778,12.4,29.2,1484
0.93,5566,13.5,29.8,1516
0.92,5994,11.9,29.7,1495
0.92,5895,12.6,29.2,1476
0.92,5968,12.9,31.0,1442
0.86,4052,7.5,21.1,1919
0.9,4916,16.7,19.8,1450
0.92,5342,40.5,42.8,1163
0.92,5861,12.9,30.3,1454
0.93,6091,13.5,31.5,1420
0.93,5596,13.6,31.1,1362
0.93,6240,14.4,33.6,1349
0.93,5932,14.4,33.5,1306
0.93,5539,14.5,33.3,1275
0.94,6622,14.7,35.1,1240
0.94,6859,15.3,34.7,1293
0.85,3922,7.5,20.4,1982
0.84,3488,6.3,19.0,1921
0.91,4544,40.7,41.9,1158
0.86,3955,7.2,20.1,1997
0.85,4332,7.9,22.7,2033
0.84,3783,8.5,20.1,1839
0.84,3903,8.2,20.5,1911
0.8,3372,13.8,15.7,1839
0.8,3488,13.7,15.5,1885
0.78,1210,5.4,8.0,1480
0.89,5210,19.5,22.3,1551
0.89,5066,20.6,23.9,1523
0.64,1594,9.1,9.7,1512
0.93,6164,42.6,43.9,1270
0.64,1355,8.1,9.6,1497
0.79,3226,11.0,12.4,1860
0.78,2941,13.7,15.7,1636
0.83,3572,12.4,14.2,1851
0.83,3462,13.8,15.2,1856
0.84,4093,13.4,14.6,1880
0.85,4300,14.7,16.5,1854
0.88,4689,16.4,18.0,1709
0.86,3999,13.8,16.2,1754
0.86,4138,14.5,17.0,1743
0.92,6069,42.5,44.0,1256
0.89,5238,16.1,18.6,1724
0.77,2565,11.5,14.0,1792
0.89,4864,19.3,20.3,1548
0.88,4277,15.5,17.7,1674
0.9,4563,16.3,19.2,1576
0.9,4795,16.4,19.4,1573
0.9,5276,19.4,21.5,1519
0.9,5074,18.5,20.3,1503
0.9,4716,20.0,21.2,1475
0.91,5742,20.5,21.7,1421
0.93,6281,43.0,44.7,1169
0.89,4630,14.5,18.5,1641
0.9,5704,18.0,20.0,1541
0.76,2690,10.3,11.6,1868
0.89,5287,18.1,20.1,1542
0.39,638,5.5,7.0,706
0.91,6157,20.0,22.3,1565
0.91,6058,21.5,22.6,1537
0.92,6280,19.4,21.5,1456
0.92,5919,20.9,23.0,1401
0.92,5224,20.5,23.3,1399
0.93,5924,42.6,45.5,1136
0.92,6282,19.9,23.2,1438
0.92,5838,22.8,24.0,1307
0.92,6056,23.1,25.5,1291
0.82,3339,12.4,14.3,1961
0.92,5850,22.0,24.1,1339
0.92,6208,23.1,25.3,1288
0.93,5611,24.5,26.7,1204
0.94,6363,27.0,30.1,1129
0.94,5934,26.2,28.5,1121
0.93,5562,27.4,29.6,1094
0.94,5187,46.2,48.0,1071
0.94,6799,27.0,28.7,1063
0.94,7244,25.0,27.5,1153
0.75,2275,12.1,13.0,1555
0.69,2061,6.4,10.1,1802
0.76,3001,7.9,10.6,2152
0.78,2909,12.6,15.1,1658
0.7,1899,6.3,9.7,1530
0.75,2521,8.7,12.6,1765
0.41,544,5.3,6.4,1051
0.68,1835,9.5,10.8,1543
0.94,6285,42.4,44.9,1161
0.62,1551,8.4,11.7,1432
0.74,2301,10.0,11.9,1794
0.74,2214,9.6,12.5,1836
0.75,2645,8.7,11.8,1945
0.77,2856,10.2,12.4,1953
0.82,3424,11.9,14.7,1997
0.81,3147,11.7,13.4,1874
0.8,3003,10.8,14.1,1896
0.84,3753,12.7,15.7,1859
0.7,2014,9.7,11.2,1745
0.93,5797,43.8,46.6,1075
0.82,3669,11.8,14.4,1910
0.85,3663,13.4,15.5,1740
0.86,3675,13.8,16.1,1705
0.86,3870,15.0,16.8,1670
0.85,3938,14.6,17.5,1682
0.85,3889,13.7,16.5,1737
0.86,3709,15.9,18.9,1629
0.88,4422,16.1,19.6,1624
0.85,3623,12.5,14.9,1771
0.87,4490,15.6,17.7,1655
0.94,5945,47.3,49.7,1048
0.61,1268,7.2,8.9,1467
0.85,4017,12.8,17.6,1730
0.84,3736,15.6,18.1,1637
0.87,4702,16.0,18.7,1722
0.87,4454,17.1,19.0,1611
0.89,4773,18.2,22.2,1518
0.89,4590,17.8,21.0,1515
0.89,4235,16.0,18.7,1540
0.89,4931,17.5,19.8,1587
0.88,4537,15.8,18.8,1545
0.57,1330,5.4,7.0,1611
0.84,3286,23.3,26.1,1681
0.88,4656,15.9,19.4,1538
0.69,1700,8.2,10.4,1711
0.89,4684,17.3,20.1,1509
0.9,5015,18.6,21.7,1478
0.9,4561,19.0,22.7,1401
0.9,5028,17.0,21.4,1448
0.91,4938,20.8,24.0,1301
0.91,4605,21.5,24.7,1264
0.92,5695,22.6,25.8,1206
0.93,5926,22.6,26.0,1242
0.93,5793,47.1,48.7,1060
0.61,1311,6.9,9.0,1393
0.72,2169,8.5,10.2,1946
0.67,1729,7.2,10.2,1749
0.62,1528,8.4,11.2,1417
0.63,1350,6.3,9.2,1373
0.66,1625,8.2,10.2,1546
0.84,4195,11.3,14.4,1805
0.85,4264,12.9,14.8,1767
0.57,1095,6.5,8.4,1014
0.91,6290,18.6,21.4,1519
0.94,6175,48.4,50.9,1034
0.91,5841,20.5,23.8,1420
0.82,3000,12.3,13.2,1640
0.28,150,4.4,5.1,212
0.83,3891,11.6,15.4,1728
0.83,3567,12.5,15.9,1580
0.87,4533,12.9,16.4,1770
0.84,4203,9.6,12.0,2103
0.88,5317,15.2,16.9,1714
0.87,5253,12.6,13.7,1954
0.91,5799,19.0,21.7,1526
0.94,5582,47.9,50.8,989
0.9,5346,16.8,20.2,1627
0.89,4977,14.1,16.2,1757
0.91,6114,18.0,22.3,1547
0.81,3348,11.5,12.9,1784
0.91,5959,21.6,23.7,1452
0.92,5445,18.2,20.3,1469
0.92,5411,19.0,23.6,1477
0.92,5752,18.5,23.4,1450
0.91,6155,16.2,20.9,1519
0.92,5908,16.7,22.2,1461
0.95,6254,53.6,56.2,938
0.91,5470,15.5,18.1,1574
0.93,6907,22.3,24.9,1286
0.92,5926,19.6,23.3,1438
0.92,6720,20.8,23.0,1378
0.82,3460,9.8,11.9,1800
0.92,6309,20.1,22.5,1369
0.89,6002,11.7,15.3,1789
0.93,7256,21.2,24.2,1449
0.92,7268,21.7,24.1,1448
0.94,7496,20.8,24.1,1358
0.95,5879,53.5,56.2,906
0.93,6879,22.2,25.2,1278
0.94,6085,22.0,26.6,1280
0.93,7162,22.0,25.3,1302
0.94,6914,25.7,27.0,1198
0.94,6839,24.2,27.1,1206
0.87,4151,15.6,18.4,1680
0.93,6667,22.4,26.7,1239
0.94,6998,25.3,29.6,1155
0.94,6340,25.8,30.0,1128
0.95,7063,26.6,30.3,1082
0.95,5511,52.7,55.5,898
0.94,6624,25.0,30.1,1063
0.94,6156,20.9,25.7,1150
0.95,7659,29.2,32.9,961
0.95,8193,25.8,29.0,1066
0.85,3816,13.8,15.0,1726
0.83,3558,9.7,12.8,1986
0.86,3830,15.5,16.2,1654
0.83,3780,14.3,16.0,1621
0.83,3874,12.8,15.9,1773
0.83,3722,12.3,15.4,1743
0.95,6801,55.9,58.7,841
0.24,32,2.7,4.6,64
0.52,660,4.5,7.1,717
0.41,527,5.7,6.8,663
0.47,700,6.0,7.1,855
0.48,732,6.7,7.4,962
0.55,1070,7.4,8.3,1105
0.54,963,6.6,7.9,986
0.85,3911,11.7,14.9,1845
0.48,898,6.2,7.2,977
0.57,1141,8.1,8.9,1221
0.96,7253,55.5,57.6,897
0.85,4103,11.7,15.4,1749
0.72,1929,12.1,13.0,1586
0.83,4068,9.4,12.7,2006
0.89,4168,18.8,19.8,1486
0.6,1273,7.9,10.1,1164
0.61,1416,9.0,10.9,1243
0.83,3936,10.5,14.0,1822
0.67,1637,10.9,11.2,1304
0.68,1688,10.7,11.6,1413
0.9,5141,16.3,19.8,1528
0.82,3191,20.9,22.3,1682
0.86,4127,12.3,14.2,1721
0.88,4666,12.9,16.7,1562
0.29,245,4.4,5.5,376
0.89,4682,16.7,19.5,1460
0.87,4095,18.0,20.7,1427
0.89,5395,17.3,20.1,1608
0.88,5082,16.4,19.1,1566
0.91,5378,17.2,20.1,1463
0.91,5143,17.8,21.2,1419
0.75,2302,11.2,13.6,1537
0.82,3746,10.1,11.7,2060
0.58,1196,5.1,6.7,1478
0.82,3090,20.1,21.2,1717
0.9,5571,15.6,17.4,1613
0.9,5148,16.3,19.7,1442
0.9,5267,16.5,19.7,1460
0.39,421,5.9,7.0,591
0.9,5178,17.0,19.4,1434
0.91,5341,17.3,21.7,1387
0.87,4887,14.1,17.0,1880
0.92,5412,19.4,23.8,1261
0.92,5331,19.0,22.5,1262
0.87,4864,15.8,17.3,1900
0.82,3190,21.9,22.9,1708
0.93,6188,19.7,24.1,1217
0.94,6512,22.8,24.3,1180
0.79,2303,12.4,14.1,1510
0.8,2356,14.3,16.4,1499
0.78,2241,10.8,12.7,1572
0.73,2264,9.4,10.7,1618
0.35,284,4.7,6.0,372
0.66,1727,6.4,8.3,1562
0.86,3977,14.4,16.1,1697
0.83,3878,11.2,12.8,1839
0.81,2876,27.4,28.9,1397
0.54,1125,8.7,10.0,1059
0.91,5853,20.4,23.4,1443
0.91,5607,18.1,20.7,1505
0.81,2890,11.8,13.1,1681
0.23,1,3.0,4.2,2
0.83,3682,15.3,17.8,1612
0.82,3624,12.0,14.7,1712
0.87,4283,15.9,19.2,1670
0.87,4030,14.3,17.4,1707
0.89,4998,18.5,20.5,1622
0.81,2882,23.8,25.9,1471
0.88,4996,14.7,16.5,1801
0.91,5447,19.3,21.4,1535
0.9,5133,18.8,21.2,1592
0.9,4810,19.3,21.6,1534
0.91,5875,19.4,22.5,1519
0.48,402,4.1,6.2,462
0.91,5598,22.2,23.8,1431
0.91,5220,15.2,18.5,1614
0.92,5284,20.7,23.0,1437
0.92,5639,21.4,24.9,1410
0.82,2744,26.0,27.0,1409
0.92,5931,19.5,23.9,1398
0.92,5708,20.7,25.5,1348
0.92,5247,20.9,25.2,1324
0.93,6546,22.5,24.6,1294
0.93,5731,25.9,27.1,1379
0.93,6476,21.1,23.6,1337
0.83,3262,10.1,12.5,1771
0.92,6039,18.7,21.4,1373
0.87,5403,12.7,14.9,1869
0.93,6891,21.5,24.3,1439
0.52,594,15.5,16.5,929
0.92,6831,22.9,24.9,1418
0.93,7118,20.7,23.4,1358
0.93,6583,22.2,24.9,1285
0.94,5936,25.3,28.2,1237
0.93,6864,20.5,24.5,1313
0.94,6605,26.0,27.0,1197
0.94,6640,24.4,27.5,1183
0.87,3894,15.6,17.8,1709
0.93,6503,24.9,28.9,1190
0.94,6772,26.1,30.2,1143
0.76,1834,26.9,28.4,1177
0.94,6136,27.2,31.5,1092
0.95,6895,27.0,32.9,1057
0.95,6473,27.7,33.6,1022
0.95,5944,27.5,33.2,997
0.95,7418,28.5,32.0,964
0.95,7830,26.2,28.6,1064
0.81,3565,8.8,12.0,2134
0.6,1010,5.3,7.7,980
0.84,3489,10.5,13.0,1920
0.81,3467,9.5,12.9,1819
0.74,1617,27.8,28.7,1072
0.82,3724,9.6,14.3,1836
0.83,3643,13.1,15.1,1734
0.12,0,2.3,3.7,0
0.71,2122,6.8,9.4,1726
0.72,2186,8.5,12.1,1685
0.55,936,5.7,7.1,1036
0.46,653,5.7,6.8,898
0.54,948,5.2,7.5,1034
0.52,696,4.1,6.9,765
0.85,3762,11.7,14.7,1875
0.81,2309,28.7,29.9,1357
0.8,3157,8.6,12.3,1911
0.58,1184,7.1,8.2,1260
0.86,4008,12.9,15.7,1697
0.62,1357,7.0,8.8,1432
0.82,3828,9.1,12.2,2089
0.88,3962,16.6,18.4,1546
0.86,3884,10.1,13.8,1935
0.7,1735,10.0,11.4,1349
0.87,4211,14.2,17.3,1584
0.88,4190,16.2,17.8,1523
0.81,2257,28.6,29.5,1389
0.67,1593,11.1,12.1,1360
0.9,4928,16.6,20.2,1526
0.6,1389,8.4,9.6,1238
0.9,4802,18.5,20.2,1391
0.2,1,2.5,4.2,2
0.64,1660,10.5,11.5,1337
0.87,4079,16.7,19.6,1519
0.89,5142,17.0,19.9,1605
0.88,4801,16.0,18.8,1558
0.91,5179,18.0,20.8,1443
